huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude
02080101,450744,bay734,twqm,main,vadeq,odu,cb6.3,2018-12-13t00:00:00,11:10:00,12,7,7,8,bp,d,s1,chla,NA,7.3692,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,450744,bay734,twqm,main,vadeq,odu,cb6.3,2018-12-13t00:00:00,11:10:00,12,7,7,1,s,d,s1,chla,NA,27.3408,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,1,s,d,s1,chla,NA,16.7676,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,450760,bay734,twqm,main,vadeq,odu,cb7.3e,2018-12-13t00:00:00,12:16:00,22,NA,NA,1,s,d,s1,chla,NA,21.7872,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,4,ap,d,s1,chla,NA,14.7384,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,12,b,d,s1,chla,NA,7.1556,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,450758,bay734,twqm,main,vadeq,odu,cb7.3,2018-12-13t00:00:00,13:12:00,13,5,5,6,bp,d,s1,chla,NA,8.544,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,450760,bay734,twqm,main,vadeq,odu,cb7.3e,2018-12-13t00:00:00,12:16:00,22,NA,NA,21,b,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,2,ap,d,s1,chla,NA,10.68,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,1,s,d,s1,chla,NA,7.3692,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,14,b,d,s1,chla,NA,7.0488,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,450762,bay734,twqm,main,vadeq,odu,cb7.4,2018-12-13t00:00:00,14:35:00,15,3,4,5,bp,d,s1,chla,NA,7.3692,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,NA,NA,9,b,d,s1,chla,NA,7.6896,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,NA,NA,1,s,d,s2,chla,NA,4.0584,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,NA,NA,1,s,d,s1,chla,NA,4.3788,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,450764,bay734,twqm,main,vadeq,odu,cb7.4n,2018-12-13t00:00:00,14:02:00,10,NA,NA,9,b,d,s2,chla,NA,7.6896,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,450766,bay734,twqm,main,vadeq,odu,cb8.1,2018-12-13t00:00:00,15:50:00,9,NA,NA,1,s,d,s1,chla,NA,15.8865,ug/l,l01,odu,NA,NA,NA,NA,36.99542,-76.16772
02080101,450768,bay734,twqm,main,vadeq,odu,cb8.1e,2018-12-13t00:00:00,15:08:00,14,NA,NA,1,s,d,s1,chla,NA,8.1168,ug/l,l01,odu,NA,NA,NA,NA,36.94737,-76.03494
02080101,450768,bay734,twqm,main,vadeq,odu,cb8.1e,2018-12-13t00:00:00,15:08:00,14,NA,NA,13,b,d,s1,chla,NA,7.6896,ug/l,l01,odu,NA,NA,NA,NA,36.94737,-76.03494
02080101,450766,bay734,twqm,main,vadeq,odu,cb8.1,2018-12-13t00:00:00,15:50:00,9,NA,NA,8,b,d,s1,chla,NA,6.8085,ug/l,l01,odu,NA,NA,NA,NA,36.99542,-76.16772
02080101,450774,bay734,twqm,main,vadeq,odu,le3.6,2018-12-13t00:00:00,09:18:00,10,NA,NA,1,s,d,s1,chla,NA,20.1585,ug/l,l01,odu,NA,NA,NA,NA,37.5968,-76.28467
02080101,453535,bay736,twqm,main,vadeq,odu,cb6.1,2019-01-15t00:00:00,15:59:00,13,7,7,1,s,d,s1,chla,NA,9.7188,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,450774,bay734,twqm,main,vadeq,odu,le3.6,2018-12-13t00:00:00,09:18:00,10,NA,NA,9,b,d,s1,chla,NA,13.617,ug/l,l01,odu,NA,NA,NA,NA,37.5968,-76.28467
02080101,453535,bay736,twqm,main,vadeq,odu,cb6.1,2019-01-15t00:00:00,15:59:00,13,7,7,6,ap,d,s1,chla,NA,10.68,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,453535,bay736,twqm,main,vadeq,odu,cb6.1,2019-01-15t00:00:00,15:59:00,13,7,7,12,b,d,s1,chla,NA,10.8936,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,453535,bay736,twqm,main,vadeq,odu,cb6.1,2019-01-15t00:00:00,15:59:00,13,7,7,8,bp,d,s1,chla,NA,10.5732,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,453537,bay736,twqm,main,vadeq,odu,cb6.2,2019-01-15t00:00:00,13:47:00,11,9,9,8,ap,d,s1,chla,NA,9.5052,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453537,bay736,twqm,main,vadeq,odu,cb6.2,2019-01-15t00:00:00,13:47:00,11,9,9,1,s,d,s1,chla,NA,11.0004,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453537,bay736,twqm,main,vadeq,odu,cb6.2,2019-01-15t00:00:00,13:47:00,11,9,9,10,b,d,s1,chla,NA,11.4276,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.4868,-76.15633
02080101,453537,bay736,twqm,main,vadeq,odu,cb6.2,2019-01-15t00:00:00,13:47:00,11,9,9,10,bp,d,s1,chla,NA,10.4664,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.4868,-76.15633
02080101,453539,bay736,twqm,main,vadeq,odu,cb6.3,2019-01-15t00:00:00,13:00:00,13,7,7,6,ap,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453539,bay736,twqm,main,vadeq,odu,cb6.3,2019-01-15t00:00:00,13:00:00,13,7,7,12,b,d,s1,chla,NA,10.8135,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453539,bay736,twqm,main,vadeq,odu,cb6.3,2019-01-15t00:00:00,13:00:00,13,7,7,1,s,d,s1,chla,NA,8.4372,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453539,bay736,twqm,main,vadeq,odu,cb6.3,2019-01-15t00:00:00,13:00:00,13,7,7,8,bp,d,s1,chla,NA,9.8256,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453541,bay736,twqm,main,vadeq,odu,cb6.4,2019-01-15t00:00:00,11:41:00,9,5,5,4,ap,d,s1,chla,NA,11.1072,ug/l,l01,odu,NA,NA,NA,NA,37.23653,-76.20799
02080101,453541,bay736,twqm,main,vadeq,odu,cb6.4,2019-01-15t00:00:00,11:41:00,9,5,5,8,b,d,s1,chla,NA,7.1556,ug/l,l01,odu,NA,NA,NA,NA,37.23653,-76.20799
02080101,453541,bay736,twqm,main,vadeq,odu,cb6.4,2019-01-15t00:00:00,11:41:00,9,5,5,1,s,d,s1,chla,NA,8.9712,ug/l,l01,odu,NA,NA,NA,NA,37.23653,-76.20799
02080101,453569,bay736,twqm,main,vadeq,odu,le3.6,2019-01-15t00:00:00,15:16:00,10,NA,NA,1,s,d,s1,chla,NA,15.3525,ug/l,l01,odu,NA,NA,NA,NA,37.5968,-76.28467
02080101,453541,bay736,twqm,main,vadeq,odu,cb6.4,2019-01-15t00:00:00,11:41:00,9,5,5,6,bp,d,s1,chla,NA,8.8644,ug/l,l01,odu,NA,NA,NA,NA,37.23653,-76.20799
02080101,453569,bay736,twqm,main,vadeq,odu,le3.6,2019-01-15t00:00:00,15:16:00,10,NA,NA,9,b,d,s1,chla,NA,15.219,ug/l,l01,odu,NA,NA,NA,NA,37.5968,-76.28467
02080101,453579,bay736,twqm,main,vadeq,odu,we4.3,2019-01-15t00:00:00,09:38:00,5,NA,NA,4,b,d,s1,chla,NA,11.3208,ug/l,l01,odu,NA,NA,NA,NA,37.17681,-76.373
02080101,453579,bay736,twqm,main,vadeq,odu,we4.3,2019-01-15t00:00:00,09:38:00,5,NA,NA,1,s,d,s1,chla,NA,11.0004,ug/l,l01,odu,NA,NA,NA,NA,37.17681,-76.373
02080101,454949,bay736,twqm,main,mddnr,mddnr,cb5.3,2019-01-15t00:00:00,10:27:00,28,5.5,10.5,4,ap,d,s1,chla,NA,12.994,ug/l,l01,cbl,NA,NA,NA,NA,37.91011,-76.17137
02080101,454949,bay736,twqm,main,mddnr,mddnr,cb5.3,2019-01-15t00:00:00,10:27:00,28,5.5,10.5,0.5,s,d,s1,chla,NA,13.35,ug/l,l01,cbl,NA,NA,NA,NA,37.91011,-76.17137
02080101,453529,bay736,twqm,main,vadeq,odu,cb5.4,2019-01-16t00:00:00,09:24:00,34,6,27,1,s,d,s1,chla,NA,11.5344,ug/l,l01,odu,NA,NA,NA,NA,37.80013,-76.17466
02080101,454949,bay736,twqm,main,mddnr,mddnr,cb5.3,2019-01-15t00:00:00,10:27:00,28,5.5,10.5,27,b,d,s1,chla,NA,10.146,ug/l,l01,cbl,NA,NA,NA,NA,37.91011,-76.17137
02080101,454949,bay736,twqm,main,mddnr,mddnr,cb5.3,2019-01-15t00:00:00,10:27:00,28,5.5,10.5,12,bp,d,s1,chla,NA,12.46,ug/l,l01,cbl,NA,NA,NA,NA,37.91011,-76.17137
02080101,453529,bay736,twqm,main,vadeq,odu,cb5.4,2019-01-16t00:00:00,09:24:00,34,6,27,5,ap,d,s1,chla,NA,11.5344,ug/l,l01,odu,NA,NA,NA,NA,37.80013,-76.17466
02080101,453529,bay736,twqm,main,vadeq,odu,cb5.4,2019-01-16t00:00:00,09:24:00,34,6,27,33,b,d,s1,chla,NA,7.1556,ug/l,l01,odu,NA,NA,NA,NA,37.80013,-76.17466
02080101,453529,bay736,twqm,main,vadeq,odu,cb5.4,2019-01-16t00:00:00,09:24:00,34,6,27,29,bp,d,s1,chla,NA,7.2624,ug/l,l01,odu,NA,NA,NA,NA,37.80013,-76.17466
02080101,453531,bay736,twqm,main,vadeq,odu,cb5.4w,2019-01-16t00:00:00,08:48:00,5,NA,NA,4,b,d,s1,chla,NA,14.6316,ug/l,l01,odu,NA,NA,NA,NA,37.81347,-76.29467
02080101,453531,bay736,twqm,main,vadeq,odu,cb5.4w,2019-01-16t00:00:00,08:48:00,5,NA,NA,1,s,d,s1,chla,NA,13.5636,ug/l,l01,odu,NA,NA,NA,NA,37.81347,-76.29467
02080101,453533,bay736,twqm,main,vadeq,odu,cb5.5,2019-01-16t00:00:00,07:46:00,18,10,15,9,ap,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.6918,-76.18967
02080101,453533,bay736,twqm,main,vadeq,odu,cb5.5,2019-01-16t00:00:00,07:46:00,18,10,15,17,b,d,s1,chla,NA,9.4785,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.6918,-76.18967
02080101,453533,bay736,twqm,main,vadeq,odu,cb5.5,2019-01-16t00:00:00,07:46:00,18,10,15,17,bp,d,s1,chla,NA,9.8256,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.6918,-76.18967
02080101,453533,bay736,twqm,main,vadeq,odu,cb5.5,2019-01-16t00:00:00,07:46:00,18,10,15,1,s,d,s1,chla,NA,7.9032,ug/l,l01,odu,NA,NA,NA,NA,37.6918,-76.18967
02080101,453543,bay736,twqm,main,vadeq,odu,cb7.1,2019-01-16t00:00:00,13:33:00,18,NA,NA,1,s,d,s1,chla,NA,13.4568,ug/l,l01,odu,NA,NA,NA,NA,37.68346,-75.98966
02080101,453547,bay736,twqm,main,vadeq,odu,cb7.1s,2019-01-16t00:00:00,14:15:00,16,NA,NA,1,s,d,s1,chla,NA,13.0296,ug/l,l01,odu,NA,NA,NA,NA,37.58124,-76.05799
02080101,453549,bay736,twqm,main,vadeq,odu,cb7.2,2019-01-16t00:00:00,15:15:00,22,NA,NA,1,s,d,s1,chla,NA,8.9712,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.07966
02080101,453543,bay736,twqm,main,vadeq,odu,cb7.1,2019-01-16t00:00:00,13:33:00,18,NA,NA,17,b,d,s1,chla,NA,8.4372,ug/l,l01,odu,NA,NA,NA,NA,37.68346,-75.98966
02080101,453547,bay736,twqm,main,vadeq,odu,cb7.1s,2019-01-16t00:00:00,14:15:00,16,NA,NA,15,b,d,s1,chla,NA,8.1168,ug/l,l01,odu,NA,NA,NA,NA,37.58124,-76.05799
02080101,453551,bay736,twqm,main,vadeq,odu,cb7.2e,2019-01-16t00:00:00,15:45:00,13,NA,NA,1,s,d,s1,chla,NA,8.2236,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.02466
02080101,453553,bay736,twqm,main,vadeq,odu,cb7.3,2019-01-17t00:00:00,08:28:00,13,4,9,1,s,d,s1,chla,NA,8.01,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453549,bay736,twqm,main,vadeq,odu,cb7.2,2019-01-16t00:00:00,15:15:00,22,NA,NA,21,b,d,s1,chla,NA,9.879,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.07966
02080101,453551,bay736,twqm,main,vadeq,odu,cb7.2e,2019-01-16t00:00:00,15:45:00,13,NA,NA,12,b,d,s1,chla,NA,7.3692,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.02466
02080101,453553,bay736,twqm,main,vadeq,odu,cb7.3,2019-01-17t00:00:00,08:28:00,13,4,9,3,ap,d,s1,chla,NA,9.5052,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453553,bay736,twqm,main,vadeq,odu,cb7.3,2019-01-17t00:00:00,08:28:00,13,4,9,12,b,d,s1,chla,NA,10.2528,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453553,bay736,twqm,main,vadeq,odu,cb7.3,2019-01-17t00:00:00,08:28:00,13,4,9,10,bp,d,s1,chla,NA,11.214,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453555,bay736,twqm,main,vadeq,odu,cb7.3e,2019-01-17t00:00:00,07:39:00,23,NA,NA,22,b,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,453555,bay736,twqm,main,vadeq,odu,cb7.3e,2019-01-17t00:00:00,07:39:00,23,NA,NA,1,s,d,s1,chla,NA,11.0004,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,453557,bay736,twqm,main,vadeq,odu,cb7.4,2019-01-17t00:00:00,09:59:00,14,4,5,1,s,d,s1,chla,NA,9.1848,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453557,bay736,twqm,main,vadeq,odu,cb7.4,2019-01-17t00:00:00,09:59:00,14,4,5,3,ap,d,s1,chla,NA,9.8256,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453557,bay736,twqm,main,vadeq,odu,cb7.4,2019-01-17t00:00:00,09:59:00,14,4,5,6,bp,d,s1,chla,NA,12.6024,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453559,bay736,twqm,main,vadeq,odu,cb7.4n,2019-01-17t00:00:00,09:21:00,11,NA,NA,10,b,d,s1,chla,NA,10.8936,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,453559,bay736,twqm,main,vadeq,odu,cb7.4n,2019-01-17t00:00:00,09:21:00,11,NA,NA,1,s,d,s1,chla,NA,6.942,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,453559,bay736,twqm,main,vadeq,odu,cb7.4n,2019-01-17t00:00:00,09:21:00,11,NA,NA,1,s,d,s2,chla,NA,8.4372,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,453559,bay736,twqm,main,vadeq,odu,cb7.4n,2019-01-17t00:00:00,09:21:00,11,NA,NA,10,b,d,s2,chla,NA,10.68,ug/l,l01,odu,NA,NA,NA,NA,37.06237,-75.99937
02080101,453557,bay736,twqm,main,vadeq,odu,cb7.4,2019-01-17t00:00:00,09:59:00,14,4,5,13,b,d,s1,chla,NA,11.748,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453563,bay736,twqm,main,vadeq,odu,cb8.1e,2019-01-17t00:00:00,10:43:00,14,NA,NA,1,s,d,s1,chla,NA,6.6216,ug/l,l01,odu,NA,NA,NA,NA,36.94737,-76.03494
02080101,453561,bay736,twqm,main,vadeq,odu,cb8.1,2019-01-17t00:00:00,11:35:00,9,NA,NA,1,s,d,s1,chla,NA,9.2916,ug/l,l01,odu,NA,NA,NA,NA,36.99542,-76.16772
02080101,453561,bay736,twqm,main,vadeq,odu,cb8.1,2019-01-17t00:00:00,11:35:00,9,NA,NA,8,b,d,s1,chla,NA,9.8256,ug/l,l01,odu,NA,NA,NA,NA,36.99542,-76.16772
02080101,453563,bay736,twqm,main,vadeq,odu,cb8.1e,2019-01-17t00:00:00,10:43:00,14,NA,NA,13,b,d,s1,chla,NA,11.3208,ug/l,l01,odu,NA,NA,NA,NA,36.94737,-76.03494
02080101,453536,bay738,twqm,main,vadeq,odu,cb6.1,2019-02-11t00:00:00,16:59:00,12,9,10,8,ap,d,s1,chla,NA,16.3404,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,453536,bay738,twqm,main,vadeq,odu,cb6.1,2019-02-11t00:00:00,16:59:00,12,9,10,1,s,d,s1,chla,NA,11.6412,ug/l,l01,odu,NA,NA,NA,NA,37.58847,-76.16216
02080101,453536,bay738,twqm,main,vadeq,odu,cb6.1,2019-02-11t00:00:00,16:59:00,12,9,10,11,b,d,s1,chla,NA,18.0492,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.58847,-76.16216
02080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,6,ap,d,s1,chla,NA,12.1752,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,1,s,d,s1,chla,NA,10.68,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453536,bay738,twqm,main,vadeq,odu,cb6.1,2019-02-11t00:00:00,16:59:00,12,9,10,11,bp,d,s1,chla,NA,24.2436,ug/l,l01,odu,NA,NA,NA,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.58847,-76.16216
02080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,9,b,d,s1,chla,NA,23.496,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,8,bp,d,s1,chla,NA,19.4376,ug/l,l01,odu,NA,NA,NA,NA,37.4868,-76.15633
02080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,5,ap,d,s1,chla,NA,14.3112,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,11,b,d,s1,chla,NA,20.9328,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,7,bp,d,s1,chla,NA,13.5636,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453550,bay738,twqm,main,vadeq,odu,cb7.2,2019-02-11t00:00:00,13:43:00,22,NA,NA,1,s,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.07966
02080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,1,s,d,s1,chla,NA,7.5828,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.15966
02080101,453550,bay738,twqm,main,vadeq,odu,cb7.2,2019-02-11t00:00:00,13:43:00,22,NA,NA,21,b,d,s1,chla,NA,18.9036,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.07966
02080101,453552,bay738,twqm,main,vadeq,odu,cb7.2e,2019-02-11t00:00:00,13:16:00,13,NA,NA,12,b,d,s1,chla,NA,22.7484,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.02466
02080101,453552,bay738,twqm,main,vadeq,odu,cb7.2e,2019-02-11t00:00:00,13:16:00,13,NA,NA,1,s,d,s1,chla,NA,15.2724,ug/l,l01,odu,NA,NA,NA,NA,37.41153,-76.02466
02080101,453554,bay738,twqm,main,vadeq,odu,cb7.3,2019-02-11t00:00:00,11:06:00,13,6,8,1,s,d,s1,chla,NA,12.6024,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453556,bay738,twqm,main,vadeq,odu,cb7.3e,2019-02-11t00:00:00,12:03:00,22,NA,NA,1,s,d,s1,chla,NA,9.8256,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,453554,bay738,twqm,main,vadeq,odu,cb7.3,2019-02-11t00:00:00,11:06:00,13,6,8,5,ap,d,s1,chla,NA,15.3792,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453554,bay738,twqm,main,vadeq,odu,cb7.3,2019-02-11t00:00:00,11:06:00,13,6,8,12,b,d,s1,chla,NA,7.2624,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453554,bay738,twqm,main,vadeq,odu,cb7.3,2019-02-11t00:00:00,11:06:00,13,6,8,9,bp,d,s1,chla,NA,8.6508,ug/l,l01,odu,NA,NA,NA,NA,37.11681,-76.12521
02080101,453556,bay738,twqm,main,vadeq,odu,cb7.3e,2019-02-11t00:00:00,12:03:00,22,NA,NA,21,b,d,s1,chla,NA,14.418,ug/l,l01,odu,NA,NA,NA,NA,37.22875,-76.05383
02080101,453558,bay738,twqm,main,vadeq,odu,cb7.4,2019-02-11t00:00:00,09:31:00,15,5,5,4,ap,d,s1,chla,NA,11.8815,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453558,bay738,twqm,main,vadeq,odu,cb7.4,2019-02-11t00:00:00,09:31:00,15,5,5,14,b,d,s1,chla,NA,3.738,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
02080101,453558,bay738,twqm,main,vadeq,odu,cb7.4,2019-02-11t00:00:00,09:31:00,15,5,5,6,bp,d,s1,chla,NA,7.209,ug/l,l01,odu,NA,NA,NA,NA,36.9957,-76.02048
